screenname,tweet,key
@nostalgic_story,"桜風堂ものがたり/村山早紀
また、同じ夢を見ていた。/住野よる
霧のむこうのふしぎな町/柏葉幸子
塩の街/有川浩
ナミヤ雑貨店の奇蹟/東野圭吾
僕が愛したすべての君へ/乙野四方字
君を愛したひとりの僕へ/乙野四方字

#名刺代わりの小説10選
#読書好きな人と繋がりたい 

文字数...( > < )続く",2020-04-19_15:00:00
@koge0123,"『バスカヴィル家の犬』アーサー・コナン・ドイル
『海がきこえる』氷室冴子
#名刺代わりの小説10選",2020-10-17_21:00:00
"Replying to
          @koge0123","#名刺代わりの小説10選 
（敬称略）
図書館戦争シリーズ　有川浩
かがみの孤城　辻村深月
虹色ほたる　川口雅幸
守り人シリーズ　上橋菜穂子
クスノキの番人　東野圭吾
騎士団長殺し　村上春樹
少年陰陽師シリーズ　結城光流
キリン　山田悠介
アキラとあきら　池井戸潤
記憶屋　織守きょうや",2020-10-17_21:00:00
@tnkykn12umauma,"［#名刺代わりの小説10選 の過去レビュー vol.6］
bookmeter.com/books/570651
震えた!!何てこったい！
ロードレースについて何も知らなくて読み始めたが、無理なくこの世界を楽しめた。
ロードレースの世界感だけでなく、最後の最後が・・・そうだったのかっ！で、
余韻がいつまでも残る!!",2020-10-17_21:00:00
@Mocco_cello,"#名刺代わりの小説10選

星の王子さま　サン・デグジュペリ
僕は勉強ができない　山田詠美
エバーグリーン　豊島ミホ
恋文の技術　森見登美彦
ひらいて　綿矢りさ
地獄変　芥川龍之介
女神　三島由紀夫
潮騒　三島由紀夫
名人伝　中島敦
秋　芥川龍之介",2020-10-17_21:00:00
@bakepanda300,"#名刺代わりの小説10選 
子どもたちは夜と遊ぶ/辻村深月
ぼくのメジャースプーン/辻村深月
名前探しの放課後/辻村深月
告白/湊かなえ
少女/湊かなえ
友よ/赤川次郎
その人の名は殺意/赤川次郎
図書館戦争/有川浩
阪急電車/有川浩
和菓子のアン/坂木司

おすすめ知りたい🍎
#読書好きな人と繋がりたい",2018-09-03_21:00:00
@karazu_k,"#名刺代わりの小説10選
モモ
不思議を売る男
チョコレート工場の秘密
ファントム(オペラ座の怪人)
ハリーポッター
指輪物語
グリム童話
高慢と偏見
十二国記
家守綺譚",2018-12-01_21:00:00
@nyanmab,"#名刺代わりの小説10選
薬指の標本/小川洋子
天地明察/沖方丁
百年法/山田宗樹
ジェノサイド/高野和明
舟を編む/三浦しおん
イノセント・デイズ/早見和真
悪と仮面のルール/中村文則
ペンギンの憂鬱/アンドレイ・クルコフ
王妃マリーアントワネット/遠藤周作
飛ぶ教室/ケストナー
永遠の0/百田尚樹",2018-12-01_21:00:00
@kaoruko_ymnk,"#名刺代わりの小説10選

春琴抄
駈込み訴え
レ・ミゼラブル
シャーロック・ホームズシリーズ
蝉しぐれ
山霧
センセイの鞄
輪違屋糸里
少女七竈と七人の可愛そうな大人
ツ、イ、ラ、ク

10作に絞り込むのなかなか難しいけどとりあえず大好きな作品を挙げてみた",2018-12-01_21:00:00
@mizika,"#名刺代わりの小説10選
河／フラナリー・オコナー
熱い氷／スチュアート・ダイベック
ライ麦畑でつかまえて／サリンジャー
大聖堂／レイモンド・カーヴァー
終わりと始まり／ヴィスワヴァ・シンボルスカ（詩集）
…小説読んでないんだな",2018-12-01_21:00:00
@hougyoku19,"#名刺代わりの小説10選
悪魔のトリル
倫敦暗殺塔
闇から来た少女（ドールズシリーズ）
写楽殺人事件（浮世絵シリーズ）
天を衝く
蒼夜叉（降魔王）
だましゑ歌麿（だましゑシリーズ）
偶人館の殺人
完四郎広目手控（完四郎シリーズ）
火怨（阿弖流為シリーズ）
高橋克彦先生縛り",2018-12-01_21:00:00
@galabio,"#名刺代わりの小説10選
やりたいけど10に絞るの難しい",2018-12-01_21:00:00
@hougyoku19,"#名刺代わりの小説10選
燃えよ剣
新選組血風録
歳三往きてまた
箱館売ります
ラ・ミッション
幕末の青嵐
地虫鳴く
相棒（水〇豊さんのじゃないよ）
散華
ヒトごろし（まだ読めてない💦）
新選組（というか土方歳三）縛り",2018-12-01_21:00:00
@n_uoy,"魚住くんシリーズ
ひきこもり探偵シリーズ
カスタム・チャイルド
どんぐり屋
カラフル
まんまこと
全裸男と蛇男
家守綺譚
ペンギン・ハイウェイ
蹴りたい背中
 
#名刺代わりの小説10選

ひとまず頭に思い浮かんだものを。",2018-12-01_21:00:00
@r1n_Fu_dokusho,"#名刺代わりの小説10選
敬称略
凍りのくじら 辻村深月
十角館の殺人 綾辻行人
ある閉ざされた雪の山荘で 東野圭吾
何者 朝井リョウ
螺旋の手術室 知念実希人
阪急電車 有川浩
フーガはユーガ 伊坂幸太郎
チーム・バチスタの栄光 海堂尊
午後の恐竜 星新一
オリジン ダンブラウン",2019-04-13_21:00:00
@saetsuki_0,"切れ切れだったので再掲
#名刺代わりの小説10選 
宮沢賢治　銀河鉄道の夜
勇嶺薫　赤い夢の迷宮
小川洋子　薬指の標本
東野圭吾　名探偵の掟
上橋菜穂子　獣の奏者
米澤穂信　ボトルネック
石持浅海　顔のない敵
有川浩　　海の底
梶井基次郎　Kの昇天 ――或はKの溺死
藤村由紀　Unnamed Memory",2019-04-13_21:00:00
@evane12,"容疑者Xの献身:東野圭吾
贖罪:湊かなえ
モンスター:百田尚樹
新世界より:貴志祐介
ジェネラル・ルージュの凱旋:海堂尊
風が強く吹いている:三浦しをん
ヒトリシズカ:誉田哲也
殺戮にいたる病:我孫子武丸
彼女との上手な別れ方:岡本貴也
カラフル:森絵戸

今本棚にある中で。

 #名刺代わりの小説10選",2019-04-13_21:00:00
@koro81k,"#名刺代わりの小説10選

島本理央『ファースト・ラヴ』
カズオ・イシグロ『忘れられた巨人』
芥川龍之介『蜜柑』
エラリー・クイーン『Xの殺人』
今村昌弘『屍人荘の殺人』
辻村深月『かがみの孤城』
スティーブン・キング『11/22/63』
川端康成『古都』
野崎まど『know』
村田沙耶香『消滅世界』",2019-04-13_21:00:00
@N83628355,"凍りのくじら/辻村深月
ハケンアニメ！/辻村深月
贖罪/湊かなえ
ステーシーズ/大槻ケンヂ
新興宗教オモイデ教/大槻ケンヂ
暗いところで待ち合わせ/乙一
ハサミ男/殊能将之
キノの旅/時雨沢恵一
流星の絆/東野圭吾
人でなしの恋/江戸川乱歩

 #名刺代わりの小説10選",2020-04-30_15:00:00
@nekokaburebear,"プシュケの涙/柴村仁
知らない映画のサントラを聴く/竹宮ゆゆこ
三日間の幸福/三秋縋
凍りのくじら/辻村深月
安達としまむら/入間人間
砂糖菓子の弾丸は撃ちぬけない/桜庭一樹
小市民シリーズ/米澤穂信
猫泥棒と木曜日のキッチン/橋本紡
ビブリア古書堂の事件手帖/三上延
#名刺代わりの小説10選",2020-04-30_15:00:00
@4NonomE2,"#名刺代わりの小説10選
果てしない物語/ミヒャエル・エンデ
天使の鐘/リチャード・ハーヴェル
緋文字/ホーソーン
ねじれた町/眉村卓
獣の奏者/上橋菜穂子
瓶詰の地獄/夢野久作
聖夜/佐藤多佳子
終点のあの子/柚木麻美
水の迷宮/石持浅海
プラネタリウムの外側/早瀬耕",2018-05-17_09:00:00
@shuenoya1040027,"ズッコケ三人組/那須正幹
ぼくらの七日間戦争/宗田理
僕の血を吸わないで/阿智太郎
パトレイバー/伊藤和典、横手美智子
おいしいコーヒーの入れ方/村山由佳
働く魔王さま！/和ヶ原聡司
僕は勉強が出来ない/山田詠美

#名刺代わりの小説10選",2019-08-20_15:00:00
@naotan_goods,"オフ会などで、活躍しちゃう
「オーダーメイド ペット名刺」

お写真を送るだけで、素敵な名刺をお作りします♪

⇒naotan-goods.com/%E5%90%8D%E5%8…
#なおたんのペットグッズ　#オーダーメイド　#名刺代わりの小説10選 pic.twitter.com/ESmDf3eWIx",2019-08-20_15:00:00
@deguchikarade,"#名刺代わりの小説10選
自分が好きな本を紹介している人の知らない本を読んだら楽しそう。
しばらく本を読む気力がわかないのだけど、また色々読みたいな。",2019-08-20_15:00:00
@aoidou,"ズッコケ三人組/那須正幹
ぼくらの七日間戦争/宗田理
秀吉/堺屋太一
無責任艦長タイラー/吉岡平
ブギーポップは笑わない/上遠野浩平
すべてがFになる/森博嗣
姑獲鳥の夏/京極夏彦
クビキリサイクル/西尾維新
神々の山嶺/夢枕獏
マルドゥック・スクランブル/冲方丁

#名刺代わりの小説10選",2019-08-20_15:00:00
@shuenoya1040027,"三毛猫ホームズの推理/赤川次郎
フルメタル・パニック/賀東招二
DADDYFACE/伊達将範

#名刺代わりの小説10選 

全て10回以上読んだ作品です。",2019-08-20_15:00:00
@otte_08,"北の海/井上靖
太郎物語 大学編/曽野綾子
流星の絆/東野圭吾
13階段/高野和明
図書館戦争/有川浩
風が強く吹いている/三浦しをん
杜子春/芥川龍之介
こころ/夏目漱石
神々の山嶺/夢枕漠
関ヶ原/司馬遼太郎

 #名刺代わりの小説10選",2019-08-28_21:00:00
@harunouminohana,"#名刺代わりの小説10選 
きらきらひかる/江國香織
僕は君を殺せない/長谷川夕
これはペンです/円城塔
御手洗潔のメロディ/島田荘司
虐殺器官/伊藤計劃
夢見る葦笛/上田早夕里
重力ピエロ/伊坂幸太郎
くちなし/彩瀬まる
娼年/石田衣良
メイドインジャパン/黒田晶",2019-08-28_21:00:00
@kazahaya333,"『夜市』恒川光太郎
『銀の匙』中勘助
『蜜蜂と遠雷』恩田陸
『狐笛のかなた』上橋菜穂子
『人質たちの朗読会』小川洋子
『銀河鉄道の夜』宮沢賢治
『銀しゃり』山本一力
『完全なる首長竜の日』乾緑郎
『女生徒』太宰治
『宝島』ロバート・L・スティーヴンソン
#名刺代わりの小説10選",2019-08-28_21:00:00
@UtaMatsuriii,"#名刺代わりの小説10選

海の底／有川浩
ストーリーセラー／有川浩
十二国記／小野不由美
櫻の樹の下には／梶井基次郎
古今和歌集／紀貫之他
ナラタージュ／島本理生
島はぼくらと／辻村深月
こころ／夏目漱石
薬屋のひとりごと／日向夏
舞姫／森鴎外",2019-08-28_21:00:00
@Sutoqueen_2004,"#名刺代わりの小説10選
風の十二方位/
          アーシュラ・K・ル＝グウィン
鎮魂歌/馳星周
長恨歌/馳星周
ジウ/誉田哲也
国境事変/誉田哲也
歌舞伎町セブン/誉田哲也
ルージュ硝子の太陽/誉田哲也
ノワール硝子の太陽/誉田哲也
新世界より/貴志祐介
ゼロ、ハチ、ゼロ、ナナ/辻村深月",2019-08-28_21:00:00
@esuperosu9038,"#名刺代わりの小説10選
ハリー・ポッター
ダレン・シャン
デモナータ
聖女の救済
獣の奏者
彩雲国物語
ぼくらの七日間戦争
NO.6
星へ行く船
しゃばけ

昔読んだお気に入りの本を何年も繰り返し繰り返し読む傾向にあります。おすすめあったら教えていただきたい……。",2019-08-28_21:00:00
@uLp1NFQV1Zyf7Kz,"#名刺代わりの小説10選 
六条御息所 源氏がたり/林真理子
源氏物語/瀬戸内寂聴
細川ガラシャ夫人/三浦綾子
帝都物語/荒俣宏
軍師 竹中半兵衛/笹沢左保
父からの手紙/小杉健治
村上海賊の娘/和田竜
ねこのばば/畠中恵
本能寺の変431年目の真実/明智憲三郎
陰獣/江戸川乱歩",2019-08-28_21:00:00
@kata_shiro,"アラビアの夜の種族/古川日出男
月は無慈悲な夜の女王/R・A・ハインライン
時計館の殺人/綾辻行人
青年のための読書クラブ/桜庭一樹
八つ墓村/横溝正史
レッドスーツ/J・スコルジー
動物農場/G・オーウェル
夢幻諸島から/C・プリースト
ワードナの逆襲/手塚一郎
#名刺代わりの小説10選",2019-08-28_21:00:00
@cuepeace,"#名刺代わりの小説10選

①又吉直樹『火花』
②劇団ひとり『青天の霹靂』
③東野圭吾『流星の絆』
④神永学『心霊探偵八雲』
⑤貴志祐介『青の炎』
⑥乙一『死にぞこないの青』
⑦永瀬隼介『閃光』
⑧米澤穂信『インシテミル』
⑨島田雅彦『自由死刑』
⑩赤川次郎『回想電車』",2020-05-21_21:00:00
@ddDrIvNXssNFee2,"毎日、適当に浅く広く生きているのでごちゃごちゃしそうですが許してください。

#雑多垢
#名刺代わりの小説10選
十二国記
図書館の魔女
陰摩羅鬼の瑕
Bの戦場
名もなき毒
神(周鳥)剣侠
動物たちのまーまー
スカーレット・ウィザード
私は存在が空気
精霊の守り人",2020-05-21_21:00:00
@sumisu8216,"#名刺代わりの小説10選

そして、バトンは渡された/瀬尾まいこ
舟を編む/三浦しをん
砂の女/安倍公房
君の膵臓をたべたい/住野よる
博士の愛した数式/小川洋子
羊と鋼の森/宮下奈都
砂の王国/荻原浩
青の炎/貴志祐介
鹿男あをによし/万城目学
何者/朝井リョウ",2020-05-21_21:00:00
@fukamifromestar,"#名刺代わりの小説10選

小川洋子『薬指の標本』
上橋菜穂子『鹿の王』
王城夕紀『天盆』
クリスティ『五匹の子豚』
ブコウスキー『詩人と女たち』
ヘミングウェイ『海流の中の島々』
チャンドラー『長いお別れ』
岡本綺堂『半七捕物帳』
梨木香歩『家守綺譚』
岡田伸一『少年と老婆』",2020-05-21_21:00:00
@ow1qtm,"#名刺代わりの小説10選

プリンセス・トヨトミ   万城目学
みをつくし料理帖(シリーズ)   髙田郁
天地明察   冲方丁
東京バンドワゴン   小路幸也
風神秘抄   荻原規子
川あかり   葉室麟
信長の棺   加藤廣
月の砂漠をさばさばと   北村薫
ツナグ   辻村深月
夏の庭   湯本香樹実",2020-05-21_21:00:00
@RITSU54149565,"#名刺代わりの小説10選 
なろう縛り

俺たちの魔王はこれからだ。
隅でいいです。構わないでくださいよ
Re:ゼロから始める異世界
無職転生
ごめんね、お兄様！
薬屋のひとりごと
かわいいコックさん
悪役令嬢は庶民に嫁ぎたい！
転生幼女はあきらめない
戦国小町苦労譚",2020-05-21_21:00:00
@moccchipon,"「三月は深き紅の淵を」恩田陸
「姑獲鳥の夏」京極夏彦
「スロウハイツの神様」辻村深月
「夜行」森見 登美彦
「ガダラの豚」「今夜、すべてのバーで」中島らも
「匣の中の失楽」竹本健治
「翼ある闇」麻耶雄嵩
「完全なる首長竜の日」乾緑郎
「神様のボート」江國香織
#名刺代わりの小説10選",2020-05-21_21:00:00
@mayan_someya,"#名刺代わりの小説10選

わたくしです物語／山本周五郎
深川安楽亭／山本周五郎
遠い座敷／筒井康隆
驚愕の荒野／筒井康隆
門のある家／星新一
土神と狐／宮沢賢治
桜の森の満開の下／坂口安吾
木犀のひと／夢枕獏
僕の地下室においで／ブラッドベリ
ソングマスター／カード",2020-05-21_21:00:00
@ONGA_island,"カフカ
『変身』
芥川龍之介
『芋粥』
 
中学生までに読んで、ずっと残ってる本。

 #名刺代わりの小説10選",2020-05-21_21:00:00
"Replying to
          @ONGA_island","#名刺代わりの小説10選
小野不由美/十二国記
角野栄子/魔女の宅急便
茅田砂胡/デルフィニア戦記
高殿円/遠征王と秘密の花園
田中芳樹/銀河英雄伝説
梨木香歩/村田エフェンディ滞土録
三浦しをん/きみはポラリス
山崎豊子/白い巨塔
雪乃紗衣/彩雲国物語
柚木裕子/本屋さんのダイアナ",2020-05-21_21:00:00
@tiger__crane,"この #読書会 があったら絶対行く10選

#夢野久作／いなか、の、じけん
#有島武郎／或る女
#菊池寛／真珠夫人
#谷崎潤一郎／卍
#ケッセル／昼顔
#シュトルム／みずうみ・三色すみれ
#チェーホフ／桜の園
#ブルトン／溶ける魚
#ルナール／ぶどう畑のぶどう作り

#読書 #文学 #名刺代わりの小説10選",2020-05-21_21:00:00
@hiraharaai,"#名刺代わりの小説10選
海辺のカフカ/村上春樹
ねじまき鳥クロニクル/
冷血/T・カポーティ
夜行/森見登美彦
蜜蜂と遠雷/恩田陸
三島屋シリーズ/宮部みゆき
死の泉/皆川博子
しろいろの街の、その骨の体温の/村田沙耶香
夏への扉/ロバート・A・ハインライン
機龍警察　自爆条項/月村了衛",2020-05-21_21:00:00
@ks40410,"#名刺代わりの小説10選
海外小説版も(文字数足りないので作家名省略)
ボヘミアの醜聞
オリエント急行殺人事件
長いお別れ
さむけ
1984年
ロスノフスキ家の娘
ジャッカルの日
教皇暗殺
アンドロメダ病原体
アルジャーノンに花束を",2020-05-21_21:00:00
@chobico9,"・十年愛/遊川和彦
・恋愛中毒/山本文緒
・あの日あなたは/藤堂志津子
・世界の中心で、愛をさけぶ/片山恭一
・塩狩峠/三浦綾子
・冷えとり毎日/青木美詠子
・家庭でできる自然療法/東城百合子
#名刺代わりの小説10選
                                                    続→",2019-04-19_21:00:00
@majigeri,"#名刺代わりの小説10選
#名刺代わりの青空文庫10選

馬の脚  芥川龍之介
淫賣婦  葉山嘉樹
監獄部屋  羽志主水
死 ね！ 豊島与志雄
煤煙の臭ひ  宮地嘉六
空中征服  賀川豊彦
無名作家の日記  菊池寛
わが寄席青春録  正岡容
美学入門  中井正一
恐怖の季節  三好十郎

※小説以外も含む",2019-04-19_21:00:00
@kmyka_yoru,"#名刺代わりの小説10選
君に恋をするなんてありえないはずだった 筏田かつら
僕は明日、昨日の君とデートする  七月隆文
か「」く「」し「」ご「」と「  住野よる
君の膵臓をたべたい  住野よる
夜が明けたら、いちばんに君に会いに行く 汐見夏衛
海に願いを  風に祈りを そして君に誓いを  汐見夏衛",2019-04-19_21:00:00
@chobico9,"→続
・葉桜の季節に君を想うということ
                                              /歌野晶午
・ルビンの壺が割れた/宿野かほる
・男ともだち/千早茜
#名刺代わりの小説10選",2019-04-19_21:00:00
@ynz27,"#名刺代わりの小説10選

このタグしたいけど、とりあえず布団からでたい。寒いなぁ。窓開けてたからだ",2018-03-10_09:00:00
@034_white,"#名刺代わりの小説10選

人間失格
スロウハイツの神様
西の魔女が死んだ
星の王子さま
そして誰もいなくなった
和菓子のアン
中原中也詩集
堕落論
友だち幻想
沈黙の春",2019-03-02_15:00:00
@28mtnr,"#名刺代わりの小説10選

デルトラクエスト/エミリーロッダ
屍者の帝国/伊藤計劃
檸檬/梶井基次郎
いつか天魔の黒ウサギ/鏡貴也
B.A.D./綾里けいし
ABC殺人事件/アガサクリスティー
トンネル/ロデリックゴードン
オーバーロード/丸山くがね
Another/綾辻行人
時をかける少女/筒井康隆",2019-03-02_15:00:00
@books0ayumu,"#名刺代わりの小説10選
少女
植物図鑑
ハムレット
恋に至る病
十角館の殺人
ロミオとジュリエット
砕け散るところを見せてあげる
さよならの言い方なんて知らない。
夏の終わりに君が死ねば完璧だったから
処女のまま死ぬやつなんていない、みんな世の中にやられちまうからな",2020-07-22_15:00:00
@34PtgClzqWRP9qa,"7/23は #海の日 なので
#名刺代わりの小説10選 海ver.
菜の花の沖/司馬遼太郎
村上海賊の娘/和田竜
第四間氷期/安部公房
幻想の未来/筒井康隆
あるいは酒でいっぱいの海/筒井康隆
船乗りクプクプの冒険/北杜夫
海底二万里/ヴェルヌ
ゲド戦記/ル=グィン
霧笛/ブラッドベリ
ソラリスの陽のもとに/レム",2020-07-22_15:00:00
@pepperpot88,"#名刺代わりの小説10選

神と野獣の日−松本清張
天空の蜂−東野圭吾
マチネの終わりに−平野啓一郎
蒲生邸事件−宮部みゆき
死神の精度−伊坂幸太郎
センセイの鞄−川上弘美
舟を編む−三浦しをん
嘆きの美女−柚木麻子
守り人シリーズ−上橋菜穂子
S &Mシリーズ−森博嗣

#読書好きと繋がりたい",2019-07-12_15:00:00
@a0mako,"『黄金遁走曲』久生十蘭
『琥珀貴公子』塚本邦雄
『光のアダム』中井英夫
『就眠儀式』須永朝彦
『拈華微笑』尾崎紅葉
『幻談』幸田露伴
『真紅のカーテン』バルべー・ドールヴィリー
『陰鬱な美青年』ジュリアン・グラック
『砂の本』ボルヘス
『肉体の悪魔』ラディゲ

#名刺代わりの小説10選",2019-03-07_09:00:00
@cl260712,"#名刺代わりの小説10選
武蔵野(国木田独歩)
牛肉と馬鈴薯(国木田独歩)
東京の三十年(田山花袋)
富嶽百景(太宰治)
ヴィヨンの妻(太宰治)
グッドバイ(太宰治)
青春の逆説(織田作之助)
旅愁(横光利一)
春は馬車に乗って(横光利一)
クリストファーと魔法の旅(ダイアナ・ウィン・ジョーンズ)",2018-12-26_09:00:00
@schumannian_jp,"村上龍『五分後の世界』
樋口一葉『にごりえ』
泉鏡花『外科室』
ジャン・エシュノーズ『ラヴェル』
レイモン・ラディゲ『肉体の悪魔』
 #名刺代わりの小説10選
10も挙げられない",2018-08-05_21:00:00
@kakintan1,"このタグやってみたかってんな
#名刺代わりの小説10選",2019-10-11_21:00:00
@book_cham,"#名刺代わりの小説10選 
＊天使の囀り 貴志祐介
＊Another 綾辻行人
＊ぼぎわんが、来る 澤村伊智
＊魔女は甦る 中山七里
＊片眼の猿 道尾秀介
＊怪物 福田和代
＊誰がための刃 知念実希人
＊不死症 周木律
＊藤堂比奈子シリーズ 内藤了
＊闇に香る嘘 下村敦史",2019-10-11_21:00:00
@Owl96__,この3連休で #名刺代わりの小説10選 を書き出したい！,2019-10-11_21:00:00
@genwq6xgrtwsToa,"#名刺代わりの小説10選

「モモ」
「赤毛のアン」
「ハリーポッター」
「パラドックス13」
「夜は短し歩けよ乙女」
「冷たい校舎の時は止まる」
「チルドレン」
「ゼツメツ少年」
「子どもたちは夜と遊ぶ」

あと1冊は未来の私にのこしておくよ pic.twitter.com/MV7AgDVtp0",2019-10-11_21:00:00
@kakintan1,"#名刺代わりの小説10選
星の王子さま/サン・テグジュペリ
モモ/ミヒャエル・エンデ
西の魔女が死んだ/梨木香歩
博士の愛した数式/小川洋子
こんなにも優しい、世界の汚わりかた/市川拓司
光の帝国/恩田陸
オーダーメイド殺人クラブ/辻村深月
ふちなしのかがみ/辻村深月",2019-10-11_21:00:00
@shinonono_23,"#名刺代わりの小説10選 

「蜜蜂と遠雷」恩田陸
「影法師」百田尚樹
「燃えよ剣」司馬遼太郎
「蜩ノ記」葉室麟
「冷たい校舎の時は止まる」辻村深月
「塩の街」有川浩
「スカイ・クロラ」森博嗣
「重力ピエロ」伊坂幸太郎
「十角館の殺人」綾辻行人
「羊たちの沈黙」トマス・ハリス",2019-10-11_21:00:00
@humanchair00,"#名刺代わりの小説10選

暗夜行路　志賀直哉
濁った頭　志賀直哉
或る女　有島武郎
明暗　夏目漱石
行人　夏目漱石
風の便り　太宰治
真珠夫人　菊池寛
三国志　羅貫中
若い人　石坂洋次郎
人間椅子　江戸川乱歩",2019-11-08_09:00:00
@Smile_Project_X,"アンナ・カヴァン/氷
安部公房/箱男
安部公房/壁
安部公房/砂の女
アーヴィン・ウェルシュ/マラボゥストーク   
アーヴィン・ウェルシュ/アシッドハウス
織田作之助/アド・バルーン
織田作之助/青春の逆説
F・W・クロフツ/クロイドン発12時30
フランツ・カフカ/変身
#名刺代わりの小説10選",2019-03-08_21:00:00
@marverll526,"#名刺代わりの小説10選
デュラララ！！/成田良悟
キノの旅/時雨沢恵一
優しい音楽/瀬尾まいこ
死神の精度/伊坂幸太郎
七夜物語/川上弘美
カフーをまちわびて/原田マハ
旅猫リポート/有川浩
和菓子のアン/坂木司
猫を抱いて象と泳ぐ/小川洋子
恋の罪/狗飼恭子",2019-11-29_03:00:00
@sige_pastmcf,"#名刺代わりの小説10選

バッテリー
東京バンドワゴン
舟を編む
天地明察
聖の青春
まほろ駅前多田便利軒
容疑者Xの献身
いまさら翼といわれても
隠蔽捜査
ジョーカー・ゲーム",2018-12-01_15:00:00
@nano_nanona0,"地球星人　村田沙耶香
少女　湊かなえ
ノルウェイの森　村上春樹
インザミソスープ　村上龍
グロテスク　桐野夏生
蛇にピアス　金原ひとみ
アムリタ　よしもとばなな
インストール　綿谷りさ
オーダーメイド殺人クラブ　辻村深月サラバ！　西加奈子

女性作家多め。
 #名刺代わりの小説10選
#読書",2019-11-13_03:00:00
@PIRO0429,"#名刺代わりの小説10選 #佐々木丸美 
崖の館をあげている方々を見かけて嬉しくなって。繊細で独特の世界観にどっぷりはまりました。一作目で伏せられていたことが二作目三作目で徐々に明かされていくのもいい...。
鍵を握るあの男性が登場する水に描かれた館もたまらない...。",2020-10-07_15:00:00
@cubkoguma,"禽獣/川端康成
終末のフール/伊坂幸太郎
つむじ風食堂の夜/吉田篤弘
木の都/織田作之助
檸檬/梶井基次郎
ゆきとどいた生活/星新一
第七官界彷徨/尾崎翠
美しき自転車乗り/コナン・ドイル
城の崎にて/志賀直哉
アーリオ オーリオ/絲山秋子
 #名刺代わりの小説10選",2019-09-06_15:00:00
@mamerinrin12,"#名刺代わりの小説10選
火車   宮部みゆき
博士が愛した数式    小川洋子
蜜蜂と遠雷   恩田陸
風が強く吹いている  三浦しをん
昨夜のカレー、明日のパン  木皿泉
チルドレン   伊坂幸太郎
サクリファイス   近藤史恵
カラスの親指  道尾秀介
愚者のエンドロール 米澤穂信
図書館の神様 瀬尾まいこ",2018-11-01_09:00:00
@WGi8h5haE41z5K1,"太陽の塔/森見登美彦
変身/カフカ
夜は短し歩けよ乙女/森見登美彦
沈黙/遠藤周作
そして誰もいなくなった/アガサ・クリスティー
七回死んだ男/西澤保彦
図書館の魔女/高田大介
舟を編む/三浦しをん
パプリカ/筒井康隆
1984年/ジョージ・オーウェル

 #名刺代わりの小説10選",2019-10-27_15:00:00
@emi_humminglife,"#名刺代わりの小説10選

絶対、最強の恋のうた/中村航
図書館戦争/有川浩
鴨川ホルモー/万城目学
恋文の技術/森見登美彦
勝手にふるえてろ/綿矢りさ
ノルウェイの森/村上春樹
ハサミ男/殊能将之
インシテミル/米澤穂信
ソロモンの偽証/宮部みゆき
ダ・ヴィンチ・コード/ダン・ブラウン",2018-10-03_15:00:00
@u_i9e,"アルジャーノンに花束を/ダニエル・キイス
世界の終わりとハードボイルド・ワンダーランド/村上春樹
男ともだち/千早茜
ディスコ探偵水曜日/舞城王太郎
旅のラゴス/筒井康隆
ダレン・シャン
ゲド戦記/ル=グウィン
モモ/ミヒャエル・エンデ
塩の街/有川浩
キッチン/吉本ばなな
#名刺代わりの小説10選",2020-01-27_21:00:00
@IKEYAMA1976,"#名刺代わりの小説10選 
星の降る家のローレン/北川恵海
崩れる脳を抱きしめて/知念実希人
ナミヤ雑貨店の奇蹟/東野圭吾
生きてさえいれば/小坂流加
旅猫リポート/有川浩
君の膵臓をたべたい/住野よる
エデン/近藤史恵
グランプリ/高千穂遥
火車/宮部みゆき
余命１０年/小坂流加",2020-01-27_21:00:00
@keematsubokkuri,"吉田修一 [怒り]
綾辻行人 [十角館の殺人]
星新一 [未来いそっぷ]
湊かなえ [告白]
伊坂幸太郎 [グラスホッパー]
池井戸潤 [家族ゲーム]
東野圭吾 [ナミヤ雑貨店の奇蹟]
宮部みゆき [蒲生邸事件]
小川洋子 [博士の愛した数式]
柳美里 [雨と夢のあとに]

 #名刺代わりの小説10選
#読書垢",2018-09-22_21:00:00
@rukka0928,"愛の夢とか/川上未映子
対岸の彼女/角田光代
光/三浦しをん
グラスホッパー/伊坂幸太郎
身の上話/佐藤正午
あひる/今村夏子
さくら/西加奈子
禁色/三島由紀夫
個人的な体験/大江健三郎
杳子/古井由吉

#名刺代わりの小説10選",2020-01-31_21:00:00
@amakusipisuty,"#名刺代わりの小説10選 
ホーンテッド・キャンパス/櫛木理宇
神様の御用人/浅葉なつ
オーダーは探偵に/近江泉美
ビブリア古書堂の事件手帳/三上延
京都寺町三条のホームズ/望月麻衣
魔女の宅急便/角野栄子
路地裏のあやかしたち　綾櫛横丁加納表具店/行田尚希
美堂橋さんの優雅な日々。/椿ハナ
↓続く",2020-01-31_21:00:00
@belle818sk,"#名刺代わりの小説10選
君と漕ぐ/武田綾乃
真夜中だけの十七歳/櫻いいよ
君はレフティ/額賀澪
どこよりも遠い場所にいる君へ/阿部暁子
青の数学/王城夕紀
君と読む場所/三川みり
陽だまりの彼女/越谷オサム
太陽と月の図書室/騎月孝弘
そしてバトンは渡された/瀬尾まいこ
みかづき/森絵都

#のベルズ",2020-01-31_21:00:00
