screenname,tweet,key
@yurix1111,"クロソウスキー『肉の影』
遠藤周作『わたしが棄てた女』
バタイユ『眼球譚』
ダンセイニ『夢見る人の物語』
ノヴァーリス『青い花』
フローベール『ボヴァリー夫人』
フローベール『感情教育』
ボルヘス『バベルの図書館』
タブッキ『インド夜想曲』
中島敦『文字禍』
 #名刺代わりの小説10選",2018-11-19_21:00:00
@find5book,"#読書垢
#読書好きと繋がりたい
#名刺代わりの小説10選

センセイの鞄      川上弘美
博士の愛した数式 小川洋子
告白  町田康
天国旅行 三浦しをん
キャロリング  有川浩
蜂蜜と遠雷 恩田陸
十字架 重松清
人間失格 太宰治
西の魔女が死んだ 梨木香歩
レミゼラブル ヴィクトルユゴー",2018-11-19_21:00:00
@ayasu_49,"#名刺代わりの小説10選
トロッコ／芥川龍之介
スイッチを押すとき／山田悠介
ドアD／山田悠介
ダレン・シャン／ダレン・シャン
ハリー・ポッター／J・K・ローリング
告白／湊かなえ
少女／湊かなえ
平等ゲーム／桂望実
金魚倶楽部／椿ハナ
ツナグ／辻村深月",2018-11-19_21:00:00
@hnj_er,"#名刺代わりの小説10選 

夜のピクニック/恩田陸
阪急電車/有川浩
吉野北高校図書委員会/山本渚
かがみの孤城/辻村深月
風の歌を聴け/村上春樹
すべて真夜中の恋人たち/川上未映子
竜馬がゆく/司馬遼太郎
インシテミル/米澤穂信
夜が明けたら、いちばんに君に会いにいく/汐見夏衛
Bの戦場/ゆきた志旗",2018-11-19_21:00:00
@ninoooomk,"新世界より（貴志祐介）
夜市（恒川光太郎）
旅猫リポート（有川浩）
GOTH（乙一）
メアリースーを殺して（乙一）
スロウハイツの神様（辻村深月）
夜よ鼠たちのために（連城三紀彦）
天使の囀り（貴志祐介）
秒速五センチメートル（新海誠）
ジェノサイド（高野和明）
 #名刺代わりの小説10選",2018-11-19_21:00:00
@6xwed09F2GSFNW6,"#名刺代わりの小説10選
夜の国のクーパー/伊坂幸太郎
鳩とクラウジウスの原理/松尾佑一
パプリカ/筒井康隆
鹿の王/上橋菜穂子
山月記/中島敦
聖なる怠け者の冒険/森見登美彦
私の個人主義/夏目漱石
鏡/村上春樹
怪物はささやく/パトリック・ネス
不思議を売る男/ジュラルディン・マコックラン",2020-08-21_03:00:00
@chico_to,"#名刺代わりの小説10選

舟を編む/三浦しをん
阪急電車/有川浩
GOSICK/桜庭一樹
ホーンテッド・キャンパス/櫛木理宇
三島屋変調百物語/宮部みゆき
モモ/ミヒャエル・ エンデ
きみにしか聞こえない/乙一
ドミノ/恩田陸

ギリ入り切らない！リプに続く",2018-08-20_15:00:00
@chico_to,"13ヶ月と13週と13日と満月の夜/アレックス・シアラー
ペギー・スー/セルジュ・ブリュソロ

#名刺代わりの小説10選",2018-08-20_15:00:00
@kouno_tori,"#名刺代わりの小説10選

家守綺譚/梨木香歩
テレヴィジョン・シティ/長野まゆみ
シメール/服部まゆみ
ライオンハート/恩田陸
クローゼット/千早茜
蝶々喃々/小川糸
魔性の子/小野不由美
プギーポップインザミラー パンドラ/上遠野浩平

※1作家1作品
10作品ない💦同じ作家さんばかり読んでるからなあ",2020-08-13_09:00:00
@spy_in_the_cab,芥川のベスト10でさえ、選んだ後、「あ、〈河童〉と〈点鬼簿〉は絶対に入れなくては駄目だ！」とか思ってしまうのだから、 #名刺代わりの小説10選 なんて選べる訳もなく……(苦笑)。 twitter.com/spy_in_the_cab…,2020-08-13_09:00:00
@dogearist,"近藤史恵　サクリファイス
越智月子　モンスターU子の嘘
増山実　勇者たちへの伝言
ヴィクトル・ユゴー　レ・ミゼラブル
ベルナール・ウェルベル　蟻
貴志祐介　新世界より
遠藤周作　沈黙
重松清　とんび
馳星周　ソウルメイト
バーバラ・オコーナー　犬どろぼう完全計画

 #名刺代わりの小説10選",2020-08-13_09:00:00
@Ur4FlbqjKftweOi,"永遠の0／百田尚樹
真田三代／火坂雅志
カンピオーネ！/丈月城
三国志/北方謙三
魔法科高校の劣等生/佐島勤
影武者徳川家康/隆慶一郎
天地人/火坂雅志
デートアライブ/橘公司
織田信奈の野望/春日みかげ
ソードアートオンライン/川原礫

#名刺代わりの小説10選",2019-05-10_15:00:00
@tsu2i1u,"#名刺代わりの小説10選

これいいですね。
近いうちに設定してみましょう。",2019-05-10_15:00:00
@florist_chry,"#名刺代わりの小説10選

安徳天皇漂海記
高丘親王航海記
ドリトル先生航海記
金沢
天体議会
この光と闇
ラピスラズリ
塵よりよみがえり
だれも知らない小さな国
それからはスープのことばかり考えて暮らした

収まらなかったので著者名はカットで",2020-09-17_03:00:00
@Strange9uark,"空色勾玉/荻原規子
封じられた街/沢村鐵
想師/狂気太郎
ドグラ・マグラ/夢野久作
虚航船団/筒井康隆
モナドの領域/筒井康隆
残像に口紅を/筒井康隆
ニルスのふしぎな旅/Selma Lagerlöf
数学ガール/結城浩
黒馬物語/Anna Sewell

#名刺代わりの小説10選
筒井康隆多いな",2019-01-11_15:00:00
@rouge0119,"#名刺代わりの小説10選
#名刺代わりの映画10選 など
140字でまとめるの無理なので
メモに書いてスクショを載せようという卑怯な手にでている...",2019-01-11_15:00:00
@SKYtQKVIpfRyv9X,"#名刺代わりの小説10選
銀河英雄伝説:田中芳樹
1984:ジョージオーウェル
幼年期の終わり:アーサーCクラーク
ハムレット:シェイクスピア
吸血鬼ドラキュラ:ブラムストーカー
宇宙戦争:H.G.ウェルズ
タイムマシン:同上
金閣寺:三島由紀夫
高い城の男:フィリップKディック
夏への扉:ロバートAハイライン",2017-12-18_15:00:00
@asmrrr,十二国記/小野不由美,
バッテリー/あさのあつこ,,
新世界/長野まゆみ,,
はてしない物語/ミヒャエル・エンデ,,
モモ/同上,,
ゴールデンスランバー/伊坂幸太郎,,
人間失格/太宰治,,
妖奇庵夜話/榎田ユウリ,,
ルー=ガルー/京極夏彦,,
羊男のクリスマス/村上春樹,,
#名刺代わりの小説10選,2017-12-18_15:00:00,
@7Crlo,"#名刺代わりの小説10選 ［改訂］

高瀬舟　森鴎外
孤島の鬼 　江戸川乱歩
銀河鉄道の夜 　宮沢賢治
日本妖怪大辞典　水木しげる
スイス時計の謎　有栖川有栖
法月綸太郎の冒険　法月綸太郎
SHの冒険　ドイル
ダレンシャンシリーズ
黒後家蜘蛛の会　アシモフ
不思議を売る男　マコックラン",2020-09-07_09:00:00
@S___book,"#名刺代わりの小説10選

羊と鋼の森/宮下奈都
また、同じ夢を見ていた/住野よる
少女/湊かなえ
告白/湊かなえ
手紙/東野圭吾
カラフル/森絵都
最後の医者は桜を見上げて君を想う/二宮敦人
誰も死なないミステリーを君に/井上悠宇
できることならスティードで/加藤シゲアキ
月の砂漠をさばさばと/北村薫",2020-10-12_21:00:00
@hinaguique,"10冊って難しい…📚
絵のない絵本（アンデルセン）、ハリーポッターシリーズも大好きだし。星新一さん、三島由紀夫様、ダン・ブラウン先生、ルイス・キャロル神に至っては全作品好きだし。多分めっちゃ好きなのにすぐに思い出せない作品もあると思うし。優柔不断だし。おだし。
#名刺代わりの小説10選 twitter.com/hinaguique/sta…",2020-10-12_21:00:00
@continue_Lv1,"#名刺代わりの小説10選
詩的私的ジャック/森博嗣
ナ・バ・デア/森博嗣
愛なき世界/三浦しをん
夜は短し歩けよ乙女/森見登美彦
人質の朗読会/小川洋子
儚い羊たちの祝宴/米澤穂信
名探偵夢水清志郎事件ノート/はやみねかおる
ZOO1/乙一
老人と海/ヘミングウェイ
ライ麦畑でつかまえて/サリンジャー",2020-10-12_21:00:00
@jagppx6Tmm4o1Dd,"#名刺代わりの小説10選

小川洋子『ミーナの行進』
梨木香歩『からくりからくさ』
東野圭吾『手紙』
柴村仁『プシュケの涙』
谷瑞恵『伯爵と妖精』
宮下奈都『スコーレNo.4』
荻原規子『RDG レッドデータガール』
太宰治『人間失格』
貴志祐介『黒い家』
小野不由美『月の影　影の海』",2020-10-12_21:00:00
@ettublute0315,"#名刺代わりの小説10選 なろう完結済縛
王宮の至宝と人質な私/その宦官は王女を拾う/岡達英茉
リングリング/髪結師は竜の番になりました/三国司
竜王陛下のモフモフお世話係/三沢ケイ
無口な公爵令嬢と冷徹な皇帝/ベキオ
インスタント・お嬢様/瀬尾優梨
人間視点で捉えた狼獣人の生態記録/空飛ぶひよこ",2020-10-12_21:00:00
@go2sleep_ver3,"#名刺代わりの小説10選 
天使は奇跡を希う／七月隆文
ある日、天使が転校してきた。本物の天界の天使。
主人公の男の子にしか彼女の天使の翼が見えない。
その彼女が天国に帰る方法を探すことになる。
ファンタジーな青春物語(^^♪",2020-10-12_21:00:00
"Replying to
          @go2sleep_ver3","#名刺代わりの小説10選

伊藤計劃／虐殺器官
京極夏彦／魍魎の匣
芦沢央／許されようとは思いません
綾辻行人／十角館の殺人
東野圭吾／マスカレードナイト
サンテグジュペリ／星の王子様
ヨシタケシンスケ／このあとどうしちゃおう
西尾維新／クビシメロマンチスト",2020-10-12_21:00:00
@4brrMNgMUhWP2Rh,"#名刺代わりの小説10選 
楊家将／北方謙三
宋建国の頃、楊業を当主とした楊家軍と遼の国の耶律休哥との激闘。そして宋の国の内部での権力争いを描く作品。
北方水滸伝シリーズを読破した人は絶対に読むべし！の1冊。
ここが『吹毛剣伝説』の始まりですから。",2020-10-12_21:00:00
@go2sleep_ver3,"#名刺代わりの小説10選 
ひなた弁当／山本甲士
リストラされた男性が公園に落ちてるドングリから
野に生えてる食べられるものを使った弁当作りを思いつく。
日本が如何に自然に恵まれた場所なのかがわかる作品であると同時に、会社人間としてだけが生きる道じゃない事を思わせてくれる作品かな。",2020-10-12_21:00:00
"Replying to
          @go2sleep_ver3","#名刺代わりの小説10選

車輪の下　ヘッセ
みかづき　森絵都
バッテリー　あさのあつこ
風が強く吹いている　三浦しをん
サラバ！　西加奈子
ライオンのおやつ　小川糸
きみの隣で　益田ミリ
風と共に去りぬ　M.ミッチェル
きよしこ　重松清
マチネの終わりに　平野啓一郎",2020-10-12_21:00:00
@Harakka15,"#名刺代わりの小説10選

・死者の代弁者　O.S.カード
・ウィル・グレイソン、ウィル・グレイソン　J・グリーン
・中国が愛を知ったころ　張愛玲
・YO-YO  山田詠美
・恋の棺　田辺聖子
・シェル・コレクター　A・ドーア
・月下の彦士　宮城谷昌光
・糸ノコとジグザグ　島田荘司

文字数足りなくなった",2019-10-20_09:00:00
@s_whalp,"銀河鉄道の夜/宮沢賢治
蜘蛛の糸/芥川龍之介
キノの旅/時雨沢恵一
B.A.D./綾里けいし
ハッピーノート/草野たき
世界の終わりとハードボイルドワンダーランド/村上春樹
桜の森の満開の下/坂口安吾
赤いろうそくと人魚/小川未明
野火/大岡昇平
星町の物語/太田忠司

#名刺代わりの小説10選",2019-10-20_09:00:00
@Readtolivetodie,"#名刺代わりの小説10選
①土の記
②レディ・ジョーカー
③ジーノの家
④ぐるりのこと
⑤槍ヶ岳開山
⑥旅をする木
⑦和食はなぜ美味しい・日本列島の贈り物
⑧神々の山嶺
⑨シャーロック・ホームズの冒険
⑩ハンニバル",2020-09-29_21:00:00
@sakuragi_r_2,"フライダディフライ/金城一紀
レヴォリューションNo.3/金城一紀
娘に語る祖国/つかこうへい
娼年/石田衣良
のぼさん/伊集院静
坂の上の雲/司馬遼太郎
そこのみにて光輝く/佐藤泰志
ふがいない僕は空を見た/窪美澄
本屋さんのダイアナ/柚木麻子
え、なんでまた？/宮藤官九郎
#名刺代わりの小説10選",2020-09-29_21:00:00
@9GNFAbduxXaWc0a,"#名刺代わりの小説10選

・湊かなえ/リバース
・瀬尾まいこ/傑作はまだ
・今村昌弘/屍人荘の殺人
・相沢沙呼/メディウム
・横山秀夫/ノースライト
・北川恵美/ちょっと今から仕事
・島本理生/ファーストラヴ
・住野よる/麦本三歩の好きな物
・西加奈子/漁港の肉子ちゃん
・池井戸潤/鉄の骨",2020-09-29_21:00:00
@kano_wa9,"#名刺代わりの小説10選

屍鬼/小野不由美
嗤う伊右衛門/京極夏彦
悪童日記/アゴタ・クリストフ
暗いところで待ち合わせ/乙一
夜の光/坂木司
プラネタリウムのふたご/いしいしんじ
猫を抱いて像と泳ぐ/小川洋子
こちらあみ子/今村夏子
ほんとうの花を見せに来た/桜庭一樹
ののはな通信/三浦しをん",2020-09-29_21:00:00
@piyopiyo_1116,"#本好きが選ぶ最強のタイトル
#名刺代わりの小説10選 
・女生徒
・永遠の出口
・イニシエーション・ラブ
・真夜中乙女戦争
・植物図鑑
・カラフル
・ふがいない僕は空を見た
・秘密の花園
・試着室で思い出したら、本気の恋だと思う
・星新一ショートショート",2020-09-29_21:00:00
@DCnnEVcGCZkSQ4U,"#名刺代わりの小説10選 
星の王子様（サンデクジュペリ）
巷説百物語（京極夏彦）
第四間氷期（安部公房）
メインテーマは殺人（アンソニー・ホロヴィッツ）
死者と踊るリプリー（ハイスミス）
押絵の奇蹟（夢野久作）
猫と庄造と二人のおんな（谷崎潤一郎）",2020-09-29_21:00:00
